Farm_ID,Sector,Species,State,Farm_Age_Years,Farm_Area_Acres,Water_Temperature_C,Water_pH,Dissolved_Oxygen_mg_L,Ammonia_mg_L,Stocking_Density_Animals_Per_Acre,Feed_Quantity_kg_Per_Day,Feed_Quality_Score,Rainfall_mm,Humidity_Percent,Body_Condition_Score,Disease_Type,Disease_Onset,Mortality_Rate_Percent,Feed_Conversion_Ratio,Daily_Feed_Cost,Productivity_Score,Water_Quality_Score,Disease_Risk_Score,Disease_Risk_Level
F0286,Aquaculture,Pangasius,Andhra Pradesh,1,9.4,27.5,8.39,5.8,0.08,52.8,194.0,80.0,33.6,63.1,2.5,Bacterial Infection,1,10.4,1.69,321.19,100.0,90.9,73.2,High
F0287,Aquaculture,Rohu,Tamil Nadu,6,14.9,29.9,8.5,6.76,0.33,134.5,67.4,70.2,22.7,60.6,3.7,No Disease,0,0.3,1.53,73.1,100.0,84.0,83.4,High
F0288,Aquaculture,Pangasius,Telangana,5,6.1,29.8,8.29,5.84,0.32,80.1,167.3,68.5,172.4,56.4,3.4,No Disease,0,1.2,1.33,233.47,100.0,86.9,71.5,High
F0289,Aquaculture,Tilapia,Tamil Nadu,7,23.0,28.0,8.61,3.96,0.36,61.9,177.2,80.5,135.9,68.3,3.1,No Disease,0,0.5,1.26,227.46,100.0,89.9,55.0,Medium
F0290,Livestock,Cattle,Karnataka,1,14.8,,,,,72.2,8.0,83.2,163.3,53.9,4.4,No Disease,0,0.6,1.85,9.7,100.0,,54.8,Medium
F0291,Aquaculture,Tilapia,West Bengal,6,5.1,25.5,7.82,3.82,0.07,142.7,213.2,78.4,15.6,65.2,2.4,Early Mortality Syndrome,1,6.8,1.68,222.53,100.0,88.0,97.3,High
F0292,Aquaculture,Shrimp,Karnataka,3,14.8,28.4,8.27,5.7,0.15,134.4,245.4,97.4,123.6,65.5,4.0,Parasitic Infection,1,9.0,1.94,369.21,100.0,92.8,76.2,High
F0293,Aquaculture,Tilapia,Karnataka,7,6.6,28.3,7.74,4.31,0.4,49.4,81.6,94.2,114.0,86.0,2.6,No Disease,0,4.2,1.19,91.14,100.0,98.1,51.0,Medium
F0294,Livestock,Goat,Karnataka,4,23.0,,,,,35.4,36.6,59.6,3.0,93.2,2.5,No Disease,0,0.8,1.79,53.58,100.0,,87.8,High
F0295,Livestock,Sheep,Telangana,6,11.1,,,,,62.8,38.6,97.5,62.0,48.3,3.8,No Disease,0,0.8,1.8,41.1,100.0,,38.2,Medium
F0296,Livestock,Sheep,Telangana,2,18.0,,,,,36.2,11.7,97.4,147.8,59.9,2.0,No Disease,0,1.5,2.2,18.6,100.0,,31.6,Low
F0297,Livestock,Goat,Karnataka,1,18.2,,,,,32.1,45.7,76.5,23.0,75.9,2.6,No Disease,0,0.4,1.6,74.2,100.0,,56.2,Medium
F0298,Aquaculture,Rohu,Telangana,3,11.9,25.1,8.72,4.47,0.17,143.0,93.6,76.8,29.3,96.3,4.1,No Disease,0,1.2,1.52,94.25,100.0,77.4,100.0,High
F0299,Aquaculture,Tilapia,Andhra Pradesh,3,11.8,28.0,7.75,4.75,0.65,142.5,73.6,90.0,105.9,64.1,2.6,No Disease,0,0.0,1.35,124.65,100.0,93.2,65.6,High
F0300,Livestock,Goat,Andhra Pradesh,7,6.2,,,,,57.6,5.2,94.2,126.4,71.9,3.0,No Disease,0,3.1,2.17,7.45,100.0,,41.7,Medium
F0301,Aquaculture,Tilapia,West Bengal,2,18.1,27.4,8.11,5.25,0.35,128.4,144.9,60.6,67.6,59.3,3.6,No Disease,0,1.2,1.37,192.0,100.0,93.9,91.5,High
F0302,Aquaculture,Tilapia,Tamil Nadu,6,18.6,27.3,7.33,6.53,0.11,140.1,118.9,68.2,173.2,96.5,2.7,No Disease,0,2.0,1.28,121.25,100.0,91.6,100.0,High
F0303,Aquaculture,Tilapia,Andhra Pradesh,1,3.9,26.3,7.43,4.55,0.1,72.8,24.5,92.8,173.8,69.7,2.8,Parasitic Infection,1,8.7,1.85,27.63,100.0,88.8,65.4,High
F0304,Livestock,Buffalo,Telangana,4,6.2,,,,,72.4,38.2,60.8,20.8,89.7,2.2,No Disease,0,1.7,1.86,56.63,100.0,,93.1,High
F0305,Livestock,Sheep,Tamil Nadu,7,7.2,,,,,21.3,33.4,96.6,26.6,94.9,2.3,No Disease,0,1.7,1.99,45.94,100.0,,48.6,Medium
F0306,Aquaculture,Shrimp,Tamil Nadu,4,19.3,23.8,8.33,6.06,0.34,133.4,48.9,87.9,37.8,68.9,4.0,No Disease,0,2.7,1.21,52.18,100.0,76.8,65.4,High
F0307,Livestock,Buffalo,Telangana,4,11.0,,,,,52.0,16.7,89.6,147.2,96.9,3.2,No Disease,0,1.6,1.73,23.09,100.0,,64.9,Medium
F0308,Livestock,Poultry,Andhra Pradesh,2,22.0,,,,,5.0,57.9,94.5,137.6,49.2,3.0,Respiratory Infection,1,4.7,2.52,69.01,100.0,,46.8,Medium
F0309,Livestock,Cattle,West Bengal,4,15.0,,,,,33.9,26.2,56.9,52.0,68.9,2.1,No Disease,0,0.0,1.9,32.78,100.0,,71.6,High
F0310,Livestock,Poultry,West Bengal,2,9.0,,,,,42.0,29.4,76.1,152.4,89.1,2.9,No Disease,0,0.0,2.1,45.74,100.0,,69.7,High
F0311,Livestock,Sheep,West Bengal,2,8.9,,,,,78.4,46.8,59.6,140.1,54.0,3.0,No Disease,0,1.0,1.94,56.58,100.0,,80.0,High
F0312,Aquaculture,Shrimp,Telangana,6,5.4,28.0,7.12,6.15,0.15,50.7,172.7,65.2,88.1,67.3,3.8,No Disease,0,0.4,1.88,285.76,100.0,91.8,67.5,High
F0313,Livestock,Buffalo,Telangana,5,17.9,,,,,37.2,13.0,67.1,48.2,72.5,2.4,Respiratory Infection,1,3.9,2.74,13.32,100.0,,84.2,High
F0314,Aquaculture,Catla,West Bengal,2,5.7,26.6,7.77,5.41,0.65,68.3,45.3,71.5,150.7,92.2,3.5,No Disease,0,4.6,1.62,52.57,100.0,87.8,83.3,High
F0315,Aquaculture,Catla,Karnataka,3,2.2,29.7,7.73,6.37,0.33,105.3,103.2,59.7,157.7,88.7,2.4,No Disease,0,2.8,1.48,151.07,100.0,92.4,100.0,High
F0316,Livestock,Sheep,West Bengal,2,8.3,,,,,56.0,13.8,87.1,179.2,80.3,3.1,Parasitic Infection,1,2.3,2.39,19.27,100.0,,75.1,High
F0317,Aquaculture,Rohu,Telangana,7,1.1,25.9,7.1,3.35,0.39,141.2,136.8,76.5,19.8,71.7,2.6,Early Mortality Syndrome,1,9.0,1.73,146.93,96.5,76.7,100.0,High
F0318,Aquaculture,Shrimp,Telangana,1,19.7,28.3,8.05,3.49,0.27,147.4,233.1,75.8,56.8,88.9,3.7,No Disease,0,1.6,1.36,330.11,100.0,90.7,96.2,High
F0319,Aquaculture,Catla,Telangana,2,18.5,26.8,8.4,5.25,0.07,109.1,20.9,76.5,69.1,96.8,2.4,No Disease,0,4.4,1.26,24.5,100.0,88.0,92.2,High
F0320,Livestock,Cattle,Karnataka,5,17.2,,,,,61.8,37.2,62.2,143.5,83.2,2.0,Foot and Mouth Disease,1,6.3,2.39,51.52,100.0,,100.0,High
F0321,Livestock,Cattle,Telangana,2,24.1,,,,,71.2,29.4,77.3,34.3,69.5,4.2,No Disease,0,2.7,2.31,38.72,100.0,,60.5,Medium
F0322,Aquaculture,Pangasius,Telangana,7,18.2,31.5,8.6,5.34,0.48,152.5,137.0,57.7,69.1,74.1,2.4,Bacterial Infection,1,8.9,1.71,218.61,97.1,74.4,100.0,High
F0323,Livestock,Sheep,Karnataka,2,13.6,,,,,57.4,19.0,83.9,126.4,64.7,1.8,Respiratory Infection,1,7.2,2.15,25.7,100.0,,70.4,High
F0324,Livestock,Sheep,West Bengal,1,2.8,,,,,68.6,53.5,75.8,131.1,61.8,2.7,No Disease,0,1.7,1.86,80.01,100.0,,61.4,Medium
F0325,Livestock,Buffalo,Karnataka,3,16.5,,,,,55.2,20.3,84.4,156.9,57.6,4.4,No Disease,0,3.0,1.88,33.09,100.0,,49.4,Medium
F0326,Livestock,Goat,Telangana,1,12.0,,,,,65.4,49.9,92.3,74.5,82.0,2.5,Mastitis,1,7.7,2.32,65.51,100.0,,73.6,High
F0327,Aquaculture,Pangasius,West Bengal,5,20.9,25.5,7.47,7.37,0.37,76.0,204.2,82.2,90.6,57.6,4.3,No Disease,0,4.4,1.62,290.09,100.0,86.0,56.8,Medium
F0328,Aquaculture,Tilapia,Telangana,4,7.7,28.6,8.25,4.73,0.25,74.5,125.7,82.0,100.3,86.9,2.7,No Disease,0,4.3,1.36,195.43,100.0,92.2,70.1,High
F0329,Livestock,Goat,West Bengal,5,23.6,,,,,29.7,27.6,91.8,123.2,91.8,2.3,No Disease,0,1.2,2.19,33.68,100.0,,53.1,Medium
F0330,Livestock,Buffalo,Telangana,6,15.1,,,,,20.6,13.9,63.1,22.6,61.5,4.2,No Disease,0,2.1,1.92,15.24,100.0,,62.0,Medium
F0331,Aquaculture,Shrimp,Tamil Nadu,4,1.8,26.1,8.24,6.79,0.36,171.8,222.8,77.2,139.4,79.2,3.4,White Spot Disease,1,2.2,1.84,226.55,100.0,87.1,100.0,High
F0332,Aquaculture,Pangasius,Karnataka,4,22.2,29.2,7.82,4.46,0.25,117.2,213.5,97.9,77.5,68.8,4.3,No Disease,0,1.3,1.43,272.82,100.0,95.0,51.4,Medium
F0333,Livestock,Goat,Telangana,4,13.4,,,,,25.1,49.1,57.4,96.9,48.7,4.3,No Disease,0,1.7,2.02,73.64,100.0,,68.9,High
F0334,Aquaculture,Catla,Karnataka,5,4.1,28.6,7.3,7.54,0.21,41.4,64.8,76.1,171.1,71.5,3.1,No Disease,0,0.9,1.15,76.09,100.0,91.6,55.5,Medium
F0335,Livestock,Cattle,Tamil Nadu,2,23.2,,,,,15.9,32.4,96.4,109.4,97.1,4.1,Parasitic Infection,1,8.0,2.02,38.74,100.0,,69.3,High
F0336,Livestock,Cattle,West Bengal,5,25.0,,,,,68.4,48.3,76.9,41.9,89.8,3.8,No Disease,0,0.8,1.84,75.1,100.0,,76.0,High
F0337,Aquaculture,Catla,Andhra Pradesh,5,9.1,27.2,7.89,6.15,0.2,72.6,46.6,69.0,39.7,94.8,4.2,No Disease,0,3.3,1.71,82.78,100.0,95.7,89.0,High
F0338,Aquaculture,Shrimp,West Bengal,4,9.5,28.3,7.38,4.03,0.25,101.9,96.8,77.4,105.4,55.4,3.9,No Disease,0,0.5,1.35,141.48,100.0,93.8,68.1,High
F0339,Livestock,Sheep,Tamil Nadu,1,22.9,,,,,13.8,40.0,69.7,134.6,74.1,3.0,No Disease,0,2.2,1.95,54.09,100.0,,57.0,Medium
F0340,Livestock,Sheep,Karnataka,4,19.5,,,,,42.6,27.4,69.6,129.4,60.2,2.5,Parasitic Infection,1,5.4,3.05,34.89,100.0,,81.1,High
F0341,Aquaculture,Rohu,Telangana,6,16.9,30.5,9.02,3.49,0.49,153.0,140.4,60.0,23.2,78.1,4.3,No Disease,1,6.5,1.95,144.48,98.4,68.0,100.0,High
F0342,Livestock,Cattle,Tamil Nadu,4,4.3,,,,,32.8,31.1,86.2,20.4,66.5,3.1,No Disease,0,2.1,2.24,43.2,100.0,,42.0,Medium
F0343,Aquaculture,Shrimp,Telangana,7,5.8,27.8,7.42,3.76,0.36,97.0,175.9,64.7,108.4,85.0,2.2,No Disease,0,0.7,1.56,301.46,100.0,92.2,91.6,High
F0344,Livestock,Buffalo,West Bengal,4,9.0,,,,,29.0,12.3,65.3,75.2,58.3,2.7,No Disease,0,0.0,1.81,18.73,100.0,,62.0,Medium
F0345,Aquaculture,Catla,Karnataka,2,20.0,30.7,7.53,3.86,0.37,117.7,141.3,83.2,42.0,92.2,2.8,No Disease,0,0.0,1.22,202.74,100.0,84.6,84.0,High
F0346,Aquaculture,Catla,West Bengal,3,16.9,30.6,8.1,6.82,0.31,132.7,101.8,89.8,53.0,79.6,3.9,No Disease,0,4.0,1.42,177.53,100.0,86.0,71.1,High
F0347,Aquaculture,Pangasius,Telangana,6,9.1,27.5,7.64,6.06,0.34,160.0,115.5,58.8,78.8,64.9,2.7,No Disease,0,1.6,1.67,170.58,100.0,96.1,100.0,High
F0348,Livestock,Poultry,Andhra Pradesh,4,16.3,,,,,46.2,51.8,75.4,0.7,45.6,2.9,No Disease,0,0.4,1.95,79.51,100.0,,56.1,Medium
F0349,Livestock,Poultry,Tamil Nadu,1,5.3,,,,,60.3,53.2,73.7,134.6,98.0,3.8,Respiratory Infection,1,2.9,2.53,89.06,100.0,,100.0,High
F0350,Aquaculture,Tilapia,Telangana,5,11.9,26.1,7.55,4.69,0.16,151.0,228.3,96.9,41.8,92.9,2.8,No Disease,1,5.3,1.88,306.8,100.0,89.4,99.2,High
F0351,Livestock,Buffalo,Telangana,6,4.0,,,,,49.1,10.0,73.3,99.4,76.7,2.5,No Disease,0,1.7,2.27,12.87,100.0,,64.3,Medium
F0352,Aquaculture,Pangasius,West Bengal,6,2.2,27.1,6.82,4.57,0.21,113.8,33.1,59.8,39.5,75.0,3.1,No Disease,0,0.0,1.3,41.48,100.0,84.6,92.6,High
F0353,Aquaculture,Shrimp,Telangana,5,10.3,30.6,8.08,4.52,0.25,115.0,235.2,80.7,145.7,89.4,4.3,No Disease,0,0.4,1.46,416.25,100.0,86.2,83.6,High
F0354,Livestock,Sheep,Karnataka,2,11.4,,,,,73.9,54.4,61.7,66.0,77.8,2.2,No Disease,0,0.2,1.46,77.21,100.0,,83.0,High
F0355,Livestock,Cattle,Karnataka,7,18.2,,,,,56.7,36.9,59.6,91.5,84.0,4.5,No Disease,0,1.7,2.06,42.94,100.0,,85.8,High
F0356,Aquaculture,Shrimp,Karnataka,3,21.5,28.8,7.17,5.2,0.35,51.6,162.6,69.6,154.1,73.7,2.5,No Disease,0,3.3,1.31,189.38,100.0,89.2,66.3,High
F0357,Livestock,Goat,Telangana,2,11.1,,,,,75.2,8.2,91.2,86.9,79.9,3.2,No Disease,0,0.5,1.99,8.86,100.0,,55.5,Medium
F0358,Livestock,Poultry,Tamil Nadu,5,8.0,,,,,20.0,4.2,82.7,47.3,47.8,2.4,No Disease,0,1.8,1.98,4.79,100.0,,42.3,Medium
F0359,Aquaculture,Rohu,Telangana,5,13.3,29.9,8.38,4.27,0.26,153.7,219.2,62.4,153.1,92.7,3.4,No Disease,0,3.5,1.28,370.34,100.0,85.4,100.0,High
F0360,Aquaculture,Tilapia,Telangana,1,12.4,23.1,7.67,5.19,0.6,83.4,206.8,92.3,121.1,57.0,3.4,No Disease,0,2.6,1.4,210.13,100.0,73.8,48.6,Medium
F0361,Livestock,Sheep,Andhra Pradesh,5,16.9,,,,,5.5,49.5,70.5,97.3,80.9,3.7,No Disease,0,1.6,2.11,59.83,100.0,,59.6,Medium
F0362,Aquaculture,Catla,West Bengal,7,2.0,28.3,7.42,6.18,0.31,81.0,58.5,71.3,63.6,60.7,3.7,No Disease,0,0.0,1.24,80.62,100.0,94.2,69.0,High
F0363,Aquaculture,Pangasius,West Bengal,7,6.8,27.4,7.73,5.34,0.37,133.4,229.7,69.9,111.9,56.7,2.5,No Disease,0,0.1,1.18,327.75,100.0,96.8,83.4,High
F0364,Livestock,Sheep,Telangana,7,21.6,,,,,23.7,2.9,62.2,109.2,82.6,1.9,No Disease,0,1.3,2.09,4.4,100.0,,73.8,High
F0365,Aquaculture,Pangasius,Andhra Pradesh,3,16.5,27.6,9.05,4.14,0.21,133.3,85.4,80.2,105.6,74.2,4.1,Bacterial Infection,1,19.2,1.88,138.96,79.1,83.4,96.5,High
F0366,Aquaculture,Tilapia,West Bengal,7,15.4,27.6,8.12,5.14,0.11,163.0,141.3,95.0,87.1,76.1,2.3,No Disease,0,2.0,1.57,217.84,100.0,94.6,70.6,High
F0367,Livestock,Goat,Karnataka,7,12.0,,,,,34.1,16.1,94.8,93.9,45.7,1.9,No Disease,1,7.1,2.71,16.2,100.0,,53.7,Medium
F0368,Livestock,Buffalo,West Bengal,2,16.7,,,,,53.6,3.1,83.1,111.3,61.4,2.0,No Disease,0,1.2,1.78,4.39,100.0,,50.3,Medium
F0369,Aquaculture,Shrimp,West Bengal,4,3.7,26.5,7.31,7.3,0.23,113.9,243.0,86.1,38.2,59.5,3.7,No Disease,0,0.3,1.23,245.1,100.0,88.1,62.4,Medium
F0370,Aquaculture,Pangasius,Andhra Pradesh,5,16.0,28.2,7.28,4.97,0.43,107.5,36.2,67.0,58.4,95.6,2.7,No Disease,0,1.9,1.22,57.59,100.0,92.2,100.0,High
F0371,Livestock,Cattle,Andhra Pradesh,4,24.1,,,,,14.5,56.9,60.7,139.4,59.0,4.3,No Disease,0,3.6,1.75,87.57,100.0,,62.9,Medium
F0372,Livestock,Buffalo,Tamil Nadu,6,19.1,,,,,25.3,49.7,77.3,83.1,61.7,3.4,No Disease,0,2.6,2.25,51.51,100.0,,49.0,Medium
F0373,Livestock,Buffalo,Karnataka,5,19.7,,,,,23.1,30.0,93.1,68.1,84.7,2.1,No Disease,0,1.5,1.63,34.91,100.0,,44.4,Medium
F0374,Livestock,Poultry,Karnataka,1,6.4,,,,,41.4,29.7,75.3,31.6,52.7,2.5,Parasitic Infection,1,8.6,2.6,48.13,100.0,,75.1,High
F0375,Aquaculture,Tilapia,West Bengal,1,3.4,30.0,8.48,4.96,0.33,108.7,120.9,87.7,75.7,95.6,4.3,No Disease,0,2.6,1.54,130.91,100.0,83.8,80.0,High
F0376,Livestock,Goat,Andhra Pradesh,5,19.4,,,,,46.1,58.5,73.9,97.3,96.3,2.5,No Disease,0,0.0,2.21,81.5,100.0,,78.7,High
F0377,Livestock,Buffalo,Tamil Nadu,7,21.7,,,,,45.8,21.6,75.4,110.4,91.0,3.6,No Disease,0,0.0,2.07,22.31,100.0,,72.9,High
F0378,Aquaculture,Tilapia,West Bengal,7,2.2,26.7,7.33,6.43,0.22,170.1,164.5,72.0,45.7,97.2,4.5,No Disease,0,3.5,1.35,218.3,100.0,89.2,100.0,High
F0379,Livestock,Sheep,Andhra Pradesh,2,3.5,,,,,41.4,22.6,68.8,173.5,79.0,1.9,No Disease,0,1.7,1.92,32.19,100.0,,68.8,High
F0380,Aquaculture,Catla,Andhra Pradesh,4,8.0,24.9,8.06,8.29,0.29,79.7,238.1,91.2,130.0,58.4,2.3,No Disease,0,0.0,1.41,359.89,100.0,84.5,48.7,Medium
F0381,Livestock,Poultry,West Bengal,6,15.6,,,,,71.6,4.4,94.3,149.9,60.8,3.9,No Disease,0,0.5,1.65,4.6,100.0,,43.6,Medium
F0382,Livestock,Buffalo,Andhra Pradesh,3,23.6,,,,,38.2,57.0,65.6,95.8,70.6,3.7,No Disease,0,0.7,2.15,79.88,100.0,,64.4,Medium
F0383,Livestock,Poultry,Tamil Nadu,1,15.9,,,,,11.1,59.6,88.7,166.0,55.3,4.4,No Disease,0,0.6,1.53,64.95,100.0,,34.1,Low
F0384,Aquaculture,Pangasius,West Bengal,2,12.5,28.7,7.87,4.92,0.24,109.5,145.2,62.2,136.9,97.4,4.4,No Disease,1,8.2,2.13,208.0,100.0,96.4,100.0,High
F0385,Aquaculture,Pangasius,Telangana,2,15.9,34.8,7.68,6.3,0.55,53.9,159.0,60.2,14.2,77.7,3.0,No Disease,0,0.1,1.4,284.56,100.0,67.6,79.4,High
F0386,Livestock,Cattle,Tamil Nadu,1,8.2,,,,,72.1,3.4,70.0,129.9,49.2,2.3,No Disease,0,1.2,2.06,3.44,100.0,,68.0,High
F0387,Aquaculture,Shrimp,Karnataka,3,5.4,29.7,8.69,3.48,0.13,70.4,174.0,96.7,31.6,80.7,3.1,No Disease,0,1.9,1.69,249.64,100.0,77.3,49.5,Medium
F0388,Aquaculture,Catla,Tamil Nadu,4,21.2,28.7,7.35,3.87,0.22,131.4,54.2,78.8,94.9,86.6,2.1,No Disease,0,1.1,1.35,72.92,100.0,90.5,87.3,High
F0389,Aquaculture,Rohu,Andhra Pradesh,2,7.4,26.4,7.45,4.55,0.2,129.5,37.3,60.8,116.1,69.6,3.8,No Disease,0,0.8,1.51,53.31,100.0,89.4,91.6,High
F0390,Aquaculture,Rohu,Andhra Pradesh,6,17.8,24.3,8.64,4.46,0.16,107.1,104.5,94.3,66.3,71.1,3.0,No Disease,0,0.0,1.64,172.88,100.0,75.1,53.4,Medium
F0391,Aquaculture,Catla,Karnataka,2,6.1,27.6,8.33,4.31,0.2,101.5,134.2,72.4,122.2,73.1,4.4,No Disease,0,1.6,1.29,170.36,100.0,92.0,75.5,High
F0392,Aquaculture,Pangasius,Karnataka,1,19.9,29.6,7.25,6.45,0.27,57.5,49.9,78.9,170.3,72.8,2.8,No Disease,0,3.8,1.52,61.29,100.0,87.0,57.7,Medium
F0393,Livestock,Goat,West Bengal,3,21.1,,,,,29.3,43.8,83.3,172.6,94.3,3.9,No Disease,0,1.3,2.29,52.15,100.0,,63.5,Medium
F0394,Livestock,Goat,West Bengal,6,12.0,,,,,39.2,30.6,56.6,35.2,88.8,4.0,No Disease,1,5.2,2.81,46.63,100.0,,100.0,High
F0395,Aquaculture,Shrimp,Andhra Pradesh,7,13.0,29.8,7.54,5.46,0.27,97.2,172.3,75.0,113.5,74.3,2.5,No Disease,0,2.9,1.59,263.8,100.0,89.7,72.7,High
F0396,Livestock,Sheep,Tamil Nadu,3,17.9,,,,,30.7,50.3,66.8,132.0,50.0,4.4,No Disease,0,0.1,1.89,83.13,100.0,,60.9,Medium
F0397,Livestock,Goat,Telangana,1,3.8,,,,,34.6,2.1,60.2,96.2,80.8,2.9,No Disease,0,1.9,1.9,3.17,100.0,,77.1,High
F0398,Livestock,Goat,Andhra Pradesh,7,15.5,,,,,65.8,23.7,64.9,132.3,61.1,2.3,No Disease,1,7.2,2.51,36.5,99.1,,91.6,High
F0399,Livestock,Poultry,Tamil Nadu,1,13.3,,,,,18.4,54.3,72.1,44.2,68.8,2.7,No Disease,0,1.7,2.27,60.28,100.0,,52.5,Medium
F0400,Aquaculture,Tilapia,West Bengal,1,11.5,25.5,7.62,4.27,0.22,120.8,29.4,77.7,159.5,91.0,4.2,No Disease,0,2.2,1.26,50.43,100.0,87.8,89.3,High
F0401,Livestock,Poultry,Karnataka,5,17.1,,,,,17.4,42.0,77.1,36.0,61.9,3.4,No Disease,0,2.1,2.18,64.15,100.0,,47.2,Medium
F0402,Livestock,Poultry,West Bengal,7,22.2,,,,,16.7,51.3,86.2,151.5,60.8,2.7,Parasitic Infection,1,5.6,2.74,78.77,100.0,,58.0,Medium
F0403,Aquaculture,Rohu,Andhra Pradesh,5,2.7,28.0,7.97,5.24,0.38,80.8,81.4,95.0,31.0,79.9,3.4,No Disease,0,0.8,1.35,121.83,100.0,98.0,53.1,Medium
F0404,Aquaculture,Shrimp,West Bengal,6,11.5,25.5,7.91,6.4,0.23,165.7,80.9,85.6,18.0,56.4,3.4,No Disease,0,1.5,1.45,86.85,100.0,88.7,75.8,High
F0405,Livestock,Buffalo,Tamil Nadu,1,23.4,,,,,10.4,57.3,64.6,166.0,67.6,4.5,No Disease,0,1.9,2.06,62.9,100.0,,58.0,Medium
F0406,Livestock,Goat,Telangana,7,8.2,,,,,65.5,12.4,96.3,69.3,63.1,4.2,No Disease,0,0.3,2.07,18.25,100.0,,40.1,Medium
F0407,Livestock,Buffalo,West Bengal,2,22.4,,,,,50.0,11.9,86.9,54.5,80.1,2.2,No Disease,0,2.3,1.79,14.08,100.0,,53.7,Medium
F0408,Livestock,Sheep,West Bengal,6,7.0,,,,,6.1,6.7,79.8,168.5,90.9,4.5,No Disease,0,1.9,2.25,8.29,100.0,,58.4,Medium
F0409,Livestock,Poultry,West Bengal,5,17.3,,,,,30.1,3.5,69.7,144.6,92.6,3.2,No Disease,0,1.5,2.17,4.34,100.0,,75.9,High
F0410,Livestock,Goat,Karnataka,4,21.5,,,,,46.2,14.7,73.4,117.4,83.5,1.8,Foot and Mouth Disease,1,4.3,2.36,15.8,100.0,,89.0,High
F0411,Aquaculture,Catla,West Bengal,3,21.6,26.8,8.1,7.0,0.12,107.4,125.7,70.6,105.6,81.8,3.6,Bacterial Infection,1,10.2,1.91,197.63,100.0,91.6,100.0,High
F0412,Livestock,Goat,Tamil Nadu,2,18.5,,,,,18.8,27.3,71.9,72.9,51.7,4.0,No Disease,0,1.4,2.31,35.16,100.0,,52.8,Medium
F0413,Livestock,Goat,Telangana,2,10.9,,,,,39.9,49.6,81.4,149.8,71.2,2.1,No Disease,0,0.8,2.24,66.81,100.0,,49.5,Medium
F0414,Aquaculture,Pangasius,Tamil Nadu,1,13.9,30.0,7.97,3.58,0.17,42.0,152.2,72.3,67.4,62.9,3.1,No Disease,0,4.1,1.54,243.42,100.0,85.8,58.2,Medium
F0415,Aquaculture,Pangasius,Andhra Pradesh,3,20.2,25.1,8.59,4.8,0.27,47.6,125.2,78.6,159.8,59.5,4.1,No Disease,0,0.7,1.15,140.27,100.0,78.9,53.3,Medium
F0416,Aquaculture,Catla,Andhra Pradesh,7,1.1,27.6,8.73,3.72,0.09,97.1,94.6,88.6,136.6,75.6,2.1,No Disease,0,2.9,1.64,150.03,100.0,84.4,60.2,Medium
F0417,Aquaculture,Shrimp,West Bengal,7,15.3,26.1,7.98,4.98,0.15,130.7,183.8,62.7,14.3,95.4,2.7,No Disease,0,1.1,1.54,304.64,100.0,90.2,100.0,High
F0418,Livestock,Cattle,Telangana,7,16.9,,,,,14.1,31.6,80.2,64.7,70.2,2.8,No Disease,0,0.5,1.92,45.42,100.0,,43.5,Medium
F0419,Livestock,Buffalo,Karnataka,5,4.1,,,,,76.3,5.7,80.9,10.3,92.4,3.2,No Disease,0,1.1,2.19,6.21,100.0,,76.1,High
F0420,Livestock,Poultry,West Bengal,7,20.3,,,,,56.6,37.0,95.2,42.1,49.5,2.5,No Disease,1,3.3,2.01,37.48,100.0,,59.0,Medium
F0421,Livestock,Poultry,Telangana,2,3.8,,,,,20.8,41.9,64.4,79.0,86.4,3.9,No Disease,0,0.3,2.17,49.94,100.0,,73.9,High
F0422,Livestock,Buffalo,Telangana,7,2.0,,,,,52.1,17.1,67.6,127.0,84.0,2.6,No Disease,0,0.9,1.96,26.93,100.0,,76.6,High
F0423,Livestock,Cattle,Telangana,5,11.9,,,,,55.5,50.9,72.1,94.0,66.3,2.6,Parasitic Infection,1,4.5,2.26,62.89,100.0,,81.8,High
F0424,Aquaculture,Rohu,Andhra Pradesh,1,7.4,31.0,7.63,5.34,0.11,152.9,101.3,82.6,44.2,59.7,4.0,Early Mortality Syndrome,1,8.2,1.97,180.16,100.0,86.0,95.6,High
F0425,Livestock,Buffalo,Karnataka,1,9.6,,,,,71.6,7.9,87.0,145.0,59.4,3.1,No Disease,0,2.0,2.06,11.51,100.0,,50.9,Medium
F0426,Aquaculture,Catla,Andhra Pradesh,6,14.3,24.5,8.37,3.21,0.12,171.3,55.2,55.4,42.9,90.3,2.5,White Spot Disease,1,8.4,1.83,69.83,91.3,71.3,100.0,High
F0427,Aquaculture,Catla,Tamil Nadu,5,22.9,23.5,8.39,3.22,0.23,59.9,69.2,59.5,123.0,83.4,4.4,No Disease,0,5.1,1.2,123.24,100.0,67.1,86.2,High
F0428,Livestock,Buffalo,Telangana,2,19.5,,,,,19.3,27.6,80.1,146.9,97.4,2.8,No Disease,1,2.7,2.56,37.16,100.0,,86.6,High
F0429,Aquaculture,Tilapia,West Bengal,6,10.0,25.6,8.66,6.17,0.15,73.9,59.5,77.8,52.2,82.0,2.3,No Disease,0,3.1,1.32,88.47,100.0,80.1,70.3,High
F0430,Livestock,Poultry,Tamil Nadu,3,8.7,,,,,28.3,37.7,84.7,72.7,91.4,2.9,No Disease,0,3.3,2.11,40.72,100.0,,59.5,Medium
